timediff_ms,proto,srcIP,srcPort,dstIP,dstPort
32544,6,172.16.133.41,52666,23.15.129.86,80
32544,6,172.16.133.67,51312,216.219.115.17,443
32545,6,172.16.133.41,52665,23.15.129.86,80
32545,6,172.16.133.41,52663,23.15.129.86,80
32546,6,172.16.133.41,52668,23.15.129.86,80
32546,6,172.16.133.41,52664,23.15.129.86,80
32548,6,172.16.133.41,52667,23.15.129.86,80
32550,6,172.16.133.39,62816,216.219.115.54,443
32550,6,172.16.133.39,62814,216.219.115.17,443
32552,6,172.16.133.126,57827,72.52.5.192,80
32554,6,172.16.133.67,51314,216.219.115.54,443
32565,17,172.16.133.45,64957,239.255.255.250,1900
32592,6,172.16.133.20,55134,173.194.68.125,5222
32599,6,172.16.133.132,36182,216.185.152.144,80
32606,6,172.16.133.116,52399,96.43.146.48,443
32607,6,172.16.133.116,52396,96.43.146.48,443
32657,6,172.16.133.92,55696,216.219.115.163,443
32657,6,172.16.133.92,55697,216.115.217.201,443
32657,6,172.16.133.92,55693,64.74.80.188,443
32657,6,172.16.133.92,55695,216.115.216.101,443
32658,6,172.16.133.103,63434,157.56.240.137,443
32670,6,172.16.133.68,58657,208.47.254.10,80
32675,17,172.16.133.11,61628,239.255.255.250,1900
32695,6,172.16.133.63,49228,23.21.62.199,5222
32697,6,172.16.133.13,52632,96.43.146.22,443
32711,6,172.16.133.37,60577,216.115.223.200,443
32712,6,172.16.133.37,60578,216.219.113.250,443
32713,6,172.16.133.37,60579,67.217.64.244,443
32714,6,172.16.133.66,53767,173.194.75.103,443
32714,6,172.16.133.37,60580,66.151.150.190,443
32724,6,172.16.133.13,52633,96.43.146.22,443
32733,6,172.16.133.35,49705,173.194.43.30,443
32740,6,172.16.133.13,52641,96.43.146.178,443
32750,6,172.16.133.68,60530,173.194.43.1,443
32751,6,172.16.133.13,52643,96.43.146.178,443
32751,6,172.16.133.13,52642,96.43.146.178,443
32752,6,172.16.133.13,52617,96.43.146.176,443
32752,6,172.16.133.13,52640,96.43.146.22,443
32759,17,172.16.133.40,64307,239.255.255.250,1900
32760,6,172.16.133.121,54691,70.184.144.100,47061
32772,6,172.16.133.66,53766,173.194.75.103,80
32779,17,172.16.133.92,60150,239.255.255.250,1900
32788,6,172.16.133.84,57583,96.43.146.178,443
32799,6,172.16.133.41,52685,74.125.226.91,80
32801,6,172.16.133.66,53769,173.194.43.47,80
32801,17,172.16.133.6,51065,8.8.8.8,53
32806,17,172.16.133.109,49151,68.87.152.185,50941
32813,6,172.16.133.75,50589,173.194.43.34,443
32827,6,172.16.133.78,55437,173.61.73.122,11648
32847,6,172.16.133.68,59757,74.125.142.125,5222
32858,6,172.16.133.41,52766,216.52.121.204,80
32858,6,172.16.133.41,52767,216.52.121.204,80
32860,6,172.16.133.114,52593,67.221.174.61,443
32861,6,172.16.133.114,54053,173.194.76.125,5222
32864,6,172.16.133.82,54128,157.56.232.214,443
32882,6,172.16.133.73,60599,74.125.226.38,80
32886,6,172.16.133.95,49359,157.56.240.102,443
32902,6,172.16.133.66,53770,173.194.74.95,80
32919,6,172.16.133.48,60494,74.205.80.2,80
32919,6,172.16.133.82,54129,157.56.232.214,443
32921,6,172.16.133.67,51316,216.115.216.44,443
32921,6,172.16.133.67,51317,216.219.115.17,443
32921,6,172.16.133.67,51318,216.115.217.144,443
32921,6,172.16.133.67,51313,64.74.80.15,443
32936,6,172.16.133.41,52768,216.52.121.204,80
32938,6,172.16.133.18,49879,157.56.238.6,443
32948,6,172.16.133.163,3518,74.125.226.207,443
32963,6,172.16.133.68,60689,173.194.74.121,80
32963,6,172.16.133.68,60690,205.251.242.39,80
32965,6,172.16.133.126,61083,157.56.244.214,443
32966,17,172.16.133.47,51444,68.64.21.45,1853
32975,6,172.16.133.25,51023,208.85.40.20,80
32984,6,172.16.133.73,60602,173.194.31.178,80
32995,6,172.16.133.15,53995,157.56.240.102,443
33002,6,172.16.133.57,59155,184.73.255.87,5222
33005,6,172.16.133.25,60406,207.38.140.238,26845
33009,6,172.16.133.48,60439,69.174.248.254,80
33010,6,172.16.133.48,60440,69.174.248.254,80
33010,6,172.16.133.48,60438,69.174.248.254,80
33012,6,172.16.133.41,65162,157.56.236.102,443
33013,6,172.16.133.73,60604,74.125.226.59,80
33019,6,172.16.133.18,49357,23.21.62.199,5222
33021,6,172.16.133.49,49705,157.56.234.118,443
33026,6,172.16.133.24,57604,54.235.187.196,443
33043,6,172.16.133.96,52662,184.73.235.12,5222
33061,6,172.16.139.250,1606,64.74.103.175,80
33062,6,172.16.133.99,52171,157.56.240.102,443
33066,6,172.16.133.75,50603,23.33.44.168,80
33066,6,172.16.133.75,50605,23.33.44.168,80
33066,6,172.16.133.115,49478,157.56.244.214,443
33091,6,172.16.133.49,55146,54.235.187.196,443
33091,6,172.16.133.67,51811,23.33.47.100,443
33094,6,172.16.133.33,57493,96.43.146.176,443
33096,6,172.16.133.71,52729,23.21.62.199,5222
33097,17,172.16.133.19,5060,74.63.41.218,5060
33097,6,172.16.133.71,57510,132.245.2.22,443
33101,17,172.16.133.56,49514,68.64.21.42,1853
33102,6,172.16.133.33,53877,96.43.146.176,443
33103,6,172.16.133.39,49310,132.245.1.150,443
33104,6,172.16.133.48,60404,64.94.43.110,80
33111,6,172.16.133.75,50604,23.33.44.168,80
33117,17,172.16.133.6,53711,8.8.8.8,53
33135,6,172.16.133.63,53330,108.168.241.135,80
33136,6,172.16.133.87,59855,96.43.146.50,443
33138,17,172.16.133.85,51035,68.64.29.28,1853
33148,6,172.16.133.57,59182,64.74.80.185,443
33149,6,172.16.133.57,59184,216.115.216.98,443
33149,6,172.16.133.57,59186,216.219.115.160,443
33149,6,172.16.133.57,59187,216.115.217.198,443
33176,6,172.16.133.39,49311,132.245.1.150,443
33195,6,172.16.133.41,52769,23.45.65.57,80
33195,17,172.16.133.26,54654,68.64.21.37,1853
33196,6,172.16.133.87,65355,184.73.235.12,5222
33197,6,172.16.133.48,49219,23.21.122.20,5222
33197,6,172.16.133.54,64195,23.21.122.20,5222
33200,6,172.16.133.118,56698,107.22.210.163,5222
33200,6,172.16.133.47,56548,107.22.210.163,5222
33202,6,172.16.133.49,49707,157.56.234.118,443
33204,17,172.16.133.49,58246,68.64.21.41,1853
33205,6,172.16.133.121,56490,173.194.43.54,443
33214,17,172.16.133.99,56566,67.217.78.32,1853
33215,6,172.16.133.163,1121,23.21.62.199,5222
33218,6,172.16.133.39,49282,23.21.62.199,5222
33226,6,172.16.133.41,52770,23.45.65.57,80
33228,6,172.16.133.26,53149,54.235.187.196,443
33231,6,172.16.133.41,52771,23.45.65.57,80
33231,6,172.16.133.41,52772,23.45.65.57,80
33231,17,172.16.133.37,55363,68.64.21.36,1853
33232,6,172.16.133.41,52773,23.45.65.57,80
33232,6,172.16.133.41,52774,23.45.65.57,80
33244,17,172.16.133.60,63861,68.64.21.41,1853
33247,6,172.16.133.56,61094,173.194.43.39,443
33252,6,172.16.133.114,55247,98.129.93.186,443
33271,6,172.16.133.54,64139,173.194.43.54,443
33275,17,172.16.133.67,56707,68.64.21.46,1853
33279,6,172.16.133.57,59175,184.73.181.74,8080
33280,6,172.16.133.114,55150,50.30.152.70,33378
33283,6,172.16.133.48,60369,67.69.174.17,80
33283,6,172.16.133.48,60373,173.252.110.27,80
33285,6,172.16.133.121,56499,74.125.226.207,443
33289,17,172.16.133.92,64264,68.64.29.40,1853
33299,6,172.16.133.78,58840,74.101.38.221,12868
33313,6,172.16.133.121,56493,173.194.43.3,443
33319,6,172.16.133.41,52625,23.67.243.19,80
33320,6,172.16.133.24,57633,23.20.10.203,443
33329,6,172.16.133.78,54905,66.31.24.112,32450
33334,6,172.16.133.56,60847,67.217.65.54,443
33335,6,172.16.133.56,60850,67.217.64.54,443
33335,6,172.16.133.56,60851,67.217.66.54,443
33340,6,172.16.133.33,57836,96.43.146.48,443
33341,6,172.16.133.63,53725,107.22.18.198,443
33341,6,172.16.133.92,55717,68.64.28.20,443
33347,6,172.16.133.87,60090,69.28.187.152,443
33349,6,172.16.133.26,53072,107.20.103.220,443
33356,17,172.16.133.207,50477,68.64.21.45,1853
33356,17,172.16.133.92,58748,68.64.28.91,8200
33363,6,172.16.133.90,51477,69.132.122.65,49560
33365,6,172.16.133.132,36189,216.185.152.144,80
33368,6,172.16.133.16,59316,208.85.40.20,80
33391,17,172.16.133.53,60838,68.64.21.40,1853
33394,6,172.16.133.56,56237,208.92.54.5,80
33401,6,172.16.133.75,50594,23.67.242.11,80
33404,6,172.16.133.25,59887,108.28.150.190,22350
33406,6,172.16.133.75,50597,23.67.242.11,80
33406,6,172.16.133.75,50595,23.67.242.11,80
33412,6,172.16.133.26,53035,216.115.208.199,443
33412,6,172.16.133.82,54098,204.236.224.158,5222
33413,6,172.16.133.78,58887,70.99.54.203,28061
33414,6,172.16.133.120,49224,204.236.224.158,5222
33414,6,172.16.133.25,62124,216.52.242.80,80
33416,6,172.16.133.118,58125,216.115.217.201,443
33416,6,172.16.133.118,58122,64.74.80.188,443
33416,6,172.16.133.118,58123,216.115.216.101,443
33416,6,172.16.133.118,58124,216.219.115.163,443
33416,17,172.16.133.57,53807,68.64.21.62,1853
33419,6,172.16.133.12,53371,96.43.146.176,443
33420,6,172.16.133.76,57695,204.236.224.158,5222
33421,17,172.16.133.114,49319,68.64.21.44,1853
33447,6,172.16.133.114,54346,216.219.117.209,443
33478,17,172.16.133.6,63324,8.8.8.8,53
33496,6,172.16.133.33,49306,157.56.245.198,443
33512,6,172.16.133.95,49358,157.56.240.102,443
33525,6,172.16.133.114,63437,23.23.126.165,5222
33531,6,172.16.133.54,64315,173.194.43.34,443
33533,17,172.16.133.39,55445,67.217.78.36,1853
33535,17,172.16.133.6,56985,8.8.8.8,53
33535,6,172.16.133.92,50017,157.56.240.102,443
33541,6,172.16.133.26,53042,68.64.28.20,443
33542,17,172.16.133.118,56495,68.64.21.45,1853
33544,6,172.16.133.87,60091,64.56.203.22,443
33544,6,172.16.133.51,52983,157.56.232.214,443
33579,6,172.16.133.25,63409,173.194.76.125,5222
33597,17,172.16.133.18,60377,74.3.237.146,54392
33603,6,172.16.133.33,49313,157.56.245.198,443
33612,6,172.16.133.116,52399,96.43.146.48,443
33612,6,172.16.133.67,51321,216.115.209.97,443
33613,6,172.16.133.75,50854,96.43.146.22,443
33624,6,172.16.133.66,53772,173.194.43.43,80
33624,6,172.16.133.66,53773,173.194.43.43,80
33626,6,172.16.133.18,50280,157.56.238.6,443
33636,6,172.16.133.39,62814,216.219.115.17,443
33636,6,172.16.133.39,62816,216.219.115.54,443
33636,6,172.16.133.75,50590,23.67.242.11,80
33640,6,172.16.133.116,52395,96.43.146.48,443
33646,6,172.16.133.75,50855,96.43.146.22,443
33652,6,172.16.133.66,53774,173.194.43.43,80
33652,6,172.16.133.54,64316,173.194.43.39,443
33657,6,172.16.133.67,55742,96.43.146.22,443
33666,6,172.16.133.37,60482,216.219.115.183,443
33666,6,172.16.133.37,60484,216.219.115.160,443
33674,6,172.16.133.121,54656,193.182.8.75,4070
33674,6,172.16.133.37,60485,216.115.216.31,443
33674,6,172.16.133.37,60487,216.219.115.183,443
33674,6,172.16.133.37,60488,216.115.217.225,443
33675,6,172.16.133.37,60483,64.74.80.244,443
33676,6,172.16.133.45,61315,67.152.103.227,80
33681,6,172.16.133.53,53644,67.217.65.49,443
33681,6,172.16.133.53,53647,67.217.64.49,443
33681,6,172.16.133.53,53648,67.217.66.49,443
33681,6,172.16.133.66,53775,173.194.43.34,80
33706,6,172.16.133.25,49412,173.194.68.189,443
33709,6,172.16.133.78,58971,173.59.1.130,47111
33709,6,172.16.133.78,58905,130.64.83.164,64216
33710,6,172.16.133.207,55651,67.217.64.97,443
33710,6,172.16.133.78,58865,24.44.106.119,18131
33734,17,172.16.133.207,50478,67.217.86.124,8200
33736,6,172.16.133.103,63434,157.56.240.137,443
33759,6,172.16.133.103,63435,157.56.244.217,443
33761,6,172.16.133.66,53768,173.194.75.103,80
33761,6,172.16.133.41,52776,199.102.234.31,80
33769,6,172.16.133.114,55273,67.217.66.49,443
33770,6,172.16.133.114,55270,67.217.65.49,443
33770,6,172.16.133.114,55272,67.217.64.49,443
33777,6,172.16.133.18,50281,157.56.238.6,443
33779,17,172.16.133.57,53807,68.64.21.71,1853
33779,6,172.16.133.78,58922,67.171.115.41,16349
33783,6,172.16.133.42,57038,96.43.146.48,443
33784,6,172.16.133.45,54683,173.194.43.21,443
33796,6,172.16.133.75,50857,96.43.146.22,443
33803,6,172.16.133.75,50596,23.67.242.11,80
33811,6,172.16.133.75,50593,23.67.242.11,80
33838,6,172.16.133.76,61765,96.43.146.22,443
33841,6,172.16.133.99,51687,216.115.217.144,443
33841,6,172.16.133.99,51683,64.74.80.15,443
33841,6,172.16.133.99,51685,216.115.216.44,443
33841,6,172.16.133.99,51686,216.219.115.17,443
33846,6,172.16.133.56,60942,157.56.236.102,443
33862,6,172.16.133.41,52777,199.102.234.31,80
33867,6,172.16.133.25,59901,173.62.112.151,19429
33872,6,172.16.133.26,53037,67.217.64.99,443
33872,6,172.16.133.26,53039,67.217.64.100,443
33879,6,172.16.133.78,58921,24.210.53.247,51741
33924,17,172.16.133.34,57033,239.255.255.250,1900
33929,6,172.16.133.78,62209,128.119.195.145,38677
33938,6,172.16.133.41,52778,199.204.31.83,80
33944,6,172.16.133.26,53038,67.217.65.99,443
33944,6,172.16.133.26,53040,67.217.64.99,443
33944,6,172.16.133.26,53041,67.217.66.99,443
33945,6,172.16.133.207,55649,67.217.66.54,443
33945,6,172.16.133.207,55646,67.217.65.54,443
33945,6,172.16.133.207,55648,67.217.64.54,443
33947,6,172.16.133.82,54128,157.56.232.214,443
33950,6,172.16.133.103,63432,184.73.225.104,443
33953,6,172.16.133.121,56500,173.194.41.111,443
33967,17,172.16.133.47,51444,68.64.21.45,1853
33973,6,172.16.133.73,57022,173.194.68.125,443
33982,6,172.16.133.41,52075,151.193.254.39,443
33986,6,172.16.133.95,49359,157.56.240.102,443
33998,6,172.16.133.116,52436,216.52.242.80,80
34000,6,172.16.133.116,53193,208.47.254.83,80
34002,6,172.16.133.85,51699,216.115.216.31,443
34002,6,172.16.133.85,51700,216.219.115.183,443
34002,6,172.16.133.85,51701,216.115.217.225,443
34002,6,172.16.133.85,51696,64.74.80.244,443
34015,17,172.16.133.49,60713,239.255.255.250,1900
34025,6,172.16.133.78,53253,96.43.146.22,443
34026,6,172.16.133.49,54985,67.217.66.65,443
34026,6,172.16.133.49,54982,67.217.65.65,443
34026,6,172.16.133.49,54984,67.217.64.65,443
34030,6,172.16.133.24,57604,54.235.187.196,443
34036,6,172.16.133.75,49802,96.43.146.176,443
34041,6,172.16.133.82,54129,157.56.232.214,443
34046,6,172.16.133.42,56866,96.43.146.22,443
34047,6,172.16.133.82,54104,157.56.232.214,443
34048,6,172.16.133.116,52415,173.194.43.60,80
34060,6,172.16.133.67,55561,96.43.146.178,443
34061,6,172.16.133.67,55562,96.43.146.178,443
34061,6,172.16.133.67,55566,96.43.146.178,443
34061,6,172.16.133.67,55563,96.43.146.178,443
34061,6,172.16.133.67,55565,96.43.146.178,443
34061,6,172.16.133.67,55564,96.43.146.178,443
34063,6,172.16.133.126,57749,67.228.168.221,80
34067,6,172.16.133.96,52662,184.73.235.12,5222
34090,6,172.16.133.82,54105,157.56.232.214,443
34101,17,172.16.133.56,49514,68.64.21.42,1853
34102,6,172.16.133.18,49357,23.21.62.199,5222
34107,6,172.16.133.118,57944,216.115.217.201,443
34114,6,172.16.133.118,57946,216.115.217.210,443
34138,17,172.16.133.85,51035,68.64.29.28,1853
34144,17,172.16.133.109,49151,68.87.152.185,51119
34146,6,172.16.133.116,53249,8.27.243.253,80
34146,6,172.16.133.116,53250,8.27.243.253,80
34147,6,172.16.133.116,53251,8.27.243.253,80
34147,6,172.16.133.116,53252,8.27.243.253,80
34147,6,172.16.133.116,53253,8.27.243.253,80
34147,6,172.16.133.116,53254,8.27.243.253,80
34150,6,172.16.133.116,52521,216.52.242.80,80
34152,6,172.16.133.66,58185,173.194.76.125,5222
34155,6,172.16.133.33,57493,96.43.146.176,443
34155,6,172.16.133.114,55269,67.217.64.49,443
34156,6,172.16.133.114,55271,67.217.64.54,443
34161,6,172.16.133.39,49310,132.245.1.150,443
34165,6,172.16.133.12,59674,96.43.146.48,443
34169,6,172.16.133.71,52729,23.21.62.199,5222
34192,17,172.16.133.36,57478,68.64.28.24,8200
34192,17,172.16.133.36,62603,68.64.21.42,1853
34192,6,172.16.133.36,64953,67.217.64.99,443
34192,6,172.16.133.36,64957,68.64.28.20,443
34192,6,172.16.133.36,64517,54.243.254.190,443
34192,6,172.16.133.36,64958,67.217.66.99,443
34192,6,172.16.133.36,64954,67.217.65.99,443
34192,6,172.16.133.36,64956,67.217.64.99,443
34192,6,172.16.133.36,63693,204.236.224.158,5222
34192,6,172.16.133.36,64862,132.245.2.22,443
34196,17,172.16.133.56,49515,67.217.86.146,8200
34196,6,172.16.133.87,65355,184.73.235.12,5222
34204,17,172.16.133.49,58246,68.64.21.41,1853
34214,17,172.16.133.99,56567,67.217.88.86,8200
34214,17,172.16.133.99,56566,67.217.78.32,1853
34222,6,172.16.133.118,56698,107.22.210.163,5222
34225,6,172.16.133.114,54314,96.43.146.22,443
34227,6,172.16.133.114,55301,96.43.146.176,443
34227,6,172.16.133.41,52770,23.45.65.57,80
34232,17,172.16.133.37,55363,68.64.21.36,1853
34235,6,172.16.133.56,60673,216.115.208.199,443
34239,6,172.16.133.40,50086,96.43.146.48,443
34244,6,172.16.133.20,60177,173.194.43.38,443
34244,17,172.16.133.60,63861,68.64.21.41,1853
34263,17,172.16.133.40,59681,64.4.23.155,40018
34271,6,172.16.133.56,60854,67.217.64.97,443
34276,17,172.16.133.67,56707,68.64.21.46,1853
34283,6,172.16.133.48,60411,23.60.244.136,80
34285,6,172.16.133.48,60407,67.69.174.137,80
34285,6,172.16.133.48,60404,64.94.43.110,80
34285,6,172.16.133.48,60403,74.125.226.13,80
34285,6,172.16.133.48,60389,208.47.254.66,80
34285,6,172.16.133.48,60397,74.125.226.60,80
34285,6,172.16.133.48,60376,23.33.98.110,443
34285,6,172.16.133.48,60375,208.47.254.67,80
34285,6,172.16.133.48,60384,131.253.14.73,80
34289,17,172.16.133.92,64264,68.64.29.40,1853
34294,17,172.16.133.26,54654,68.64.21.37,1853
34299,6,172.16.133.39,49282,23.21.62.199,5222
34299,6,172.16.133.163,1121,23.21.62.199,5222
34299,6,172.16.133.63,49228,23.21.62.199,5222
34312,6,172.16.133.39,49311,132.245.1.150,443
34317,6,172.16.133.48,60353,69.164.34.128,80
34319,6,172.16.133.48,60455,69.164.34.128,80
34321,6,172.16.133.66,53672,23.0.49.244,80
34330,6,172.16.133.48,60405,72.21.91.19,80
34332,6,172.16.133.37,60499,23.13.211.100,443
34335,6,172.16.133.99,51689,216.115.209.97,443
34339,6,172.16.133.56,60846,67.217.64.54,443
34339,6,172.16.133.56,60849,67.217.64.49,443
34356,17,172.16.133.207,50477,68.64.21.45,1853
34368,6,172.16.133.41,52771,23.45.65.57,80
34368,6,172.16.133.41,52769,23.45.65.57,80
34369,6,172.16.133.41,52774,23.45.65.57,80
34369,6,172.16.133.41,52773,23.45.65.57,80
34371,6,172.16.133.126,61252,96.43.146.22,443
34376,6,172.16.133.41,52768,216.52.121.204,80
34384,6,172.16.133.57,59175,184.73.181.74,8080
34385,6,172.16.133.41,52668,23.15.129.86,80
34391,17,172.16.133.53,60838,68.64.21.40,1853
34391,6,172.16.133.41,52678,23.62.105.87,80
34392,6,172.16.133.41,52779,74.119.118.84,80
34392,6,172.16.133.41,52780,74.119.118.84,80
34393,6,172.16.133.41,52781,74.119.118.84,80
34393,6,172.16.133.41,52782,199.102.234.31,80
34393,6,172.16.133.41,52783,199.102.234.31,80
34393,6,172.16.133.41,52784,199.102.234.31,80
34393,6,172.16.133.41,52785,199.102.234.31,80
34393,6,172.16.133.41,52786,199.102.234.31,80
34393,6,172.16.133.41,52787,199.102.234.31,80
34394,6,172.16.133.56,56237,208.92.54.5,80
34398,6,172.16.133.41,52788,173.194.43.59,80
34398,6,172.16.133.41,52789,173.194.43.59,80
34398,6,172.16.133.41,52790,74.125.226.91,80
34398,6,172.16.133.41,52791,74.125.226.91,80
34399,6,172.16.133.41,52792,208.47.254.27,80
34399,6,172.16.133.41,52793,208.47.254.27,80
34399,6,172.16.133.41,52794,208.47.254.27,80
34399,6,172.16.133.41,52795,208.47.254.27,80
34399,6,172.16.133.41,52796,23.33.82.110,443
34399,6,172.16.133.41,52797,23.33.82.110,443
34399,6,172.16.133.41,52798,23.33.82.110,443
34400,6,172.16.133.41,52799,173.194.43.41,80
34400,6,172.16.133.41,52800,173.194.43.41,80
34400,6,172.16.133.41,52801,173.194.43.41,80
34412,6,172.16.133.25,60406,207.38.140.238,26845
34418,6,172.16.133.112,51577,174.129.24.14,8080
34418,6,172.16.133.39,62818,216.219.115.17,443
34419,6,172.16.133.39,62821,216.115.217.144,443
34419,6,172.16.133.39,62815,64.74.80.15,443
34419,6,172.16.133.39,62817,216.115.216.44,443
34419,17,172.16.133.57,53807,68.64.21.62,1853
34427,17,172.16.133.114,49319,68.64.21.44,1853
34434,6,172.16.133.49,54981,67.217.64.65,443
34434,6,172.16.133.49,54983,67.217.64.64,443
34441,6,172.16.133.30,56973,157.56.237.150,443
34449,6,172.16.133.78,55437,173.61.73.122,11648
34454,6,172.16.133.41,52676,23.62.105.87,80
34455,6,172.16.133.41,52673,23.62.105.87,80
34455,6,172.16.133.41,52675,23.62.105.87,80
34456,6,172.16.133.41,52772,23.45.65.57,80
34457,6,172.16.133.41,52667,23.15.129.86,80
34457,6,172.16.133.41,52664,23.15.129.86,80
34458,6,172.16.133.41,52663,23.15.129.86,80
34459,6,172.16.133.41,52685,74.125.226.91,80
34463,6,172.16.133.41,52458,74.125.226.91,80
34469,6,172.16.133.47,56537,67.217.66.65,443
34469,6,172.16.133.47,56534,67.217.65.65,443
34469,6,172.16.133.47,56536,67.217.64.65,443
34472,6,172.16.133.25,59742,50.136.53.54,23604
34477,6,172.16.133.41,52592,74.125.226.67,80
34497,6,172.16.133.12,53371,96.43.146.176,443
34509,6,172.16.133.41,52803,216.52.121.204,80
34510,6,172.16.133.66,53359,96.43.146.22,443
34510,6,172.16.133.46,54846,193.182.8.24,443
34510,6,172.16.133.66,53358,96.43.146.22,443
34511,6,172.16.133.66,53357,96.43.146.22,443
34511,6,172.16.133.66,53360,96.43.146.22,443
34513,6,172.16.133.20,60387,96.43.146.22,443
34514,6,172.16.133.60,62041,67.217.64.49,443
34514,6,172.16.133.60,62042,67.217.66.49,443
34514,6,172.16.133.60,62039,67.217.65.49,443
34523,6,172.16.133.95,49358,157.56.240.102,443
34529,6,172.16.133.78,51583,71.56.69.159,64277
34530,6,172.16.133.207,55645,67.217.64.54,443
34541,6,172.16.133.53,53643,67.217.64.49,443
34541,6,172.16.133.53,53645,67.217.64.54,443
34544,6,172.16.133.114,54346,216.219.117.209,443
34549,6,172.16.133.25,63067,173.194.43.37,443
34563,17,172.16.133.88,49367,239.255.255.250,1900
34586,6,172.16.133.87,60103,96.43.146.22,443
34589,6,172.16.133.92,57467,96.43.146.22,443
34593,6,172.16.133.113,52918,50.17.253.124,80
34604,6,172.16.133.87,60104,96.43.146.22,443
34608,6,172.16.133.78,60699,98.216.191.85,44774
34614,17,172.16.133.6,57897,8.8.8.8,53
34623,17,172.16.133.118,56495,68.64.21.45,1853
34626,6,172.16.133.116,53186,96.43.146.176,443
34630,6,172.16.133.116,52399,96.43.146.48,443
34630,17,172.16.133.39,55445,67.217.78.36,1853
34631,6,172.16.133.12,53368,96.43.146.176,443
34631,6,172.16.133.33,49306,157.56.245.198,443
34649,6,172.16.133.92,55697,216.115.217.201,443
34649,6,172.16.133.92,55693,64.74.80.188,443
34649,6,172.16.133.78,54982,72.80.185.137,13135
34649,6,172.16.133.92,55695,216.115.216.101,443
34649,6,172.16.133.92,55696,216.219.115.163,443
34658,6,172.16.133.75,64262,96.43.146.22,443
34662,6,172.16.133.116,52395,96.43.146.48,443
34663,6,172.16.133.75,50856,96.43.146.22,443
34664,6,172.16.133.85,51695,216.219.115.183,443
34664,6,172.16.133.85,51697,216.219.115.160,443
34671,6,172.16.133.126,61253,96.43.146.22,443
34672,6,172.16.133.41,52804,96.43.146.22,443
34690,6,172.16.133.25,60121,173.49.112.206,61315
34696,6,172.16.133.36,64793,132.245.2.22,443
34697,6,172.16.133.36,65075,132.245.2.22,443
34698,6,172.16.133.114,55313,96.43.146.22,443
34705,6,172.16.133.33,49313,157.56.245.198,443
34713,6,172.16.133.41,52805,216.52.121.204,80
34724,6,172.16.133.23,55042,96.43.146.176,443
34727,6,172.16.133.78,58971,173.59.1.130,47111
34730,6,172.16.133.114,55261,173.194.43.39,80
34736,6,172.16.133.41,52806,216.52.121.204,80
34741,6,172.16.133.41,52807,216.52.121.204,80
34744,6,172.16.133.41,52808,216.52.121.204,80
34748,6,172.16.133.41,52809,216.52.121.204,80
34753,6,172.16.133.41,52810,216.52.121.204,80
34755,6,172.16.133.37,60583,67.217.64.244,443
34758,6,172.16.133.48,60096,75.126.109.194,80
34766,6,172.16.133.37,60584,216.115.223.200,443
34777,17,172.16.133.6,52476,8.8.8.8,53
34780,6,172.16.133.85,51683,216.115.208.199,443
34781,6,172.16.133.39,64248,174.129.24.9,443
34788,6,172.16.133.93,60490,107.20.217.22,80
34798,17,172.16.133.6,63315,8.8.4.4,53
34809,6,172.16.133.34,61119,96.43.146.48,443
34821,6,172.16.133.24,57633,23.20.10.203,443
34829,6,172.16.133.37,60585,66.151.150.190,443
34831,6,172.16.133.37,60586,216.219.113.250,443
34842,6,172.16.133.63,53725,107.22.18.198,443
34848,6,172.16.133.26,53072,107.20.103.220,443
34874,6,172.16.133.87,60102,96.43.146.22,443
34883,6,172.16.133.207,55228,209.46.23.85,80
34895,6,172.16.133.11,53700,216.52.242.80,80
34904,6,172.16.133.36,64955,67.217.64.100,443
34910,6,172.16.133.103,63435,157.56.244.217,443
34917,6,172.16.133.67,51317,216.219.115.17,443
34917,6,172.16.133.67,51318,216.115.217.144,443
34917,6,172.16.133.67,51313,64.74.80.15,443
34917,6,172.16.133.67,51316,216.115.216.44,443
34918,6,172.16.133.78,49608,68.33.218.83,45301
34936,6,172.16.133.47,56533,67.217.64.65,443
34936,6,172.16.133.47,56535,67.217.64.64,443
34937,6,172.16.133.85,61904,96.43.146.178,443
34963,6,172.16.133.40,64526,96.43.146.48,443
34965,6,172.16.133.66,49611,96.43.146.22,443
34967,17,172.16.133.47,51444,68.64.21.45,1853
34975,6,172.16.133.103,63436,157.56.234.137,443
34985,6,172.16.133.41,52408,31.13.74.7,443
35007,6,172.16.133.48,49219,23.21.122.20,5222
35008,6,172.16.133.54,64195,23.21.122.20,5222
35014,6,172.16.133.25,62993,65.31.30.198,23196
35018,6,172.16.133.78,56478,68.9.194.237,54094
35021,6,172.16.133.26,53037,67.217.64.99,443
35026,17,172.16.133.26,53159,239.255.255.250,1900
35031,6,172.16.133.24,55887,157.56.242.198,443
35040,6,172.16.133.78,59046,173.194.43.59,80
35041,6,172.16.133.78,58398,23.67.242.42,80
35041,6,172.16.133.78,59039,67.69.196.147,80
35041,6,172.16.133.78,59038,67.69.196.147,80
35041,6,172.16.133.78,59049,8.27.243.253,80
35041,6,172.16.133.78,59050,8.27.243.253,80
35041,6,172.16.133.78,59051,8.27.243.253,80
35041,6,172.16.133.78,59047,8.27.243.253,80
35041,6,172.16.133.78,58383,63.73.131.68,80
35041,6,172.16.133.78,59041,208.111.161.254,80
35041,6,172.16.133.78,59042,208.111.161.254,80
