timediff_ms,proto,srcIP,srcPort,dstIP,dstPort
134532,6,172.16.133.36,64958,67.217.66.99,443
134533,6,172.16.133.36,64954,67.217.65.99,443
134533,6,172.16.133.36,64956,67.217.64.99,443
134535,6,172.16.133.78,58842,97.104.102.121,38017
134535,6,172.16.133.56,60846,67.217.64.54,443
134538,6,172.16.133.78,55436,68.49.1.159,44534
134542,6,172.16.133.24,56567,96.43.146.48,443
134551,6,172.16.133.40,50173,23.45.65.10,80
134553,6,172.16.133.121,56540,96.43.146.49,443
134556,6,172.16.133.40,50172,23.45.65.10,80
134563,17,172.16.133.109,49151,66.59.190.194,62488
134571,17,172.16.133.109,49151,66.59.190.133,62489
134578,17,172.16.133.109,49151,173.167.56.110,62490
134584,6,172.16.133.41,51520,173.194.43.53,443
134585,17,172.16.133.109,49151,68.86.93.185,62491
134592,17,172.16.133.109,49151,96.120.66.45,62492
134593,6,172.16.133.41,53214,216.115.219.126,443
134594,6,172.16.133.85,51683,216.115.208.199,443
134603,6,172.16.133.93,49247,132.245.1.150,443
134605,17,172.16.133.16,61697,239.255.255.250,1900
134606,17,172.16.133.17,61696,239.255.255.250,1900
134622,6,172.16.133.121,56624,96.43.146.49,443
134623,17,172.16.133.109,49151,68.85.69.49,62525
134628,6,172.16.133.78,58880,169.233.51.66,46939
134630,17,172.16.133.109,49151,68.87.152.185,62526
134642,6,172.16.133.78,56344,96.243.227.77,12365
134648,6,172.16.133.78,58865,24.44.106.119,18131
134648,6,172.16.133.92,55695,216.115.216.101,443
134648,6,172.16.133.92,55696,216.219.115.163,443
134648,6,172.16.133.92,55697,216.115.217.201,443
134648,6,172.16.133.92,55693,64.74.80.188,443
134662,6,172.16.133.78,55437,173.61.73.122,11648
134671,6,172.16.133.85,51695,216.219.115.183,443
134671,6,172.16.133.85,51697,216.219.115.160,443
134681,6,172.16.133.40,50090,173.194.75.105,443
134683,6,172.16.133.25,59900,129.64.197.158,57824
134700,17,172.16.133.75,58431,68.64.21.35,1853
134722,6,172.16.133.25,62993,65.31.30.198,23196
134734,6,172.16.133.82,52243,108.160.161.158,80
134735,6,172.16.133.40,50228,216.115.220.254,443
134738,6,172.16.133.132,52355,96.43.149.26,443
134738,6,172.16.133.132,37322,23.33.47.60,443
134739,17,172.16.133.85,51035,68.64.29.28,1853
134782,6,172.16.133.40,50229,202.173.27.250,443
134800,6,172.16.133.207,49660,157.56.245.198,443
134827,17,172.16.133.26,54654,68.64.21.37,1853
134846,6,172.16.133.163,1185,157.56.240.102,443
134848,6,172.16.133.73,60738,64.208.138.117,443
134878,6,172.16.133.132,52362,96.43.149.26,443
134888,6,172.16.133.207,55228,209.46.23.85,80
134892,6,172.16.133.36,64955,67.217.64.100,443
134900,6,172.16.133.82,61239,96.43.146.50,443
134902,6,172.16.133.82,61236,96.43.146.50,443
134904,17,172.16.133.49,58246,68.64.21.41,1853
134911,6,172.16.133.82,61238,96.43.146.50,443
134911,6,172.16.133.82,61240,96.43.146.50,443
134917,6,172.16.133.66,53899,93.184.216.139,443
134920,17,172.16.133.114,49319,68.64.21.44,1853
134922,6,172.16.133.82,61237,96.43.146.50,443
134928,17,172.16.133.37,55363,68.64.21.36,1853
134932,6,172.16.133.66,53902,93.184.216.139,443
134932,6,172.16.133.66,53904,93.184.216.139,443
134932,6,172.16.133.66,53903,93.184.216.139,443
134946,17,172.16.133.60,63861,68.64.21.41,1853
134955,6,172.16.133.56,61410,96.43.146.176,443
134955,6,172.16.133.56,61411,96.43.146.176,443
134957,6,172.16.133.25,62291,66.92.149.253,60113
134966,17,172.16.133.57,53807,68.64.21.62,1853
134970,6,172.16.133.82,61246,96.43.146.50,443
134972,6,172.16.133.82,61242,96.43.146.50,443
134973,6,172.16.133.66,53900,93.184.216.139,443
134982,6,172.16.133.82,61245,96.43.146.50,443
134983,6,172.16.133.82,61243,96.43.146.50,443
134983,6,172.16.133.82,61244,96.43.146.50,443
134992,6,172.16.133.49,53682,54.235.187.196,443
134993,17,172.16.133.53,60838,68.64.21.40,1853
135002,17,172.16.133.56,49514,68.64.21.42,1853
135013,6,172.16.133.66,53906,74.125.226.222,443
135037,6,172.16.133.78,59146,23.60.241.224,80
135048,6,172.16.133.78,59001,96.242.17.13,60086
135058,17,172.16.133.207,50477,68.64.21.45,1853
135072,17,172.16.133.33,52263,239.255.255.250,1900
135081,6,172.16.133.163,1184,157.56.240.102,443
135086,6,172.16.133.76,60548,5.79.25.106,443
135091,17,172.16.133.92,64264,68.64.29.40,1853
135098,6,172.16.133.118,57944,216.115.217.201,443
135099,6,172.16.133.118,57946,216.115.217.210,443
135101,6,172.16.133.78,53247,96.43.146.22,443
135101,6,172.16.133.121,56625,50.18.252.109,443
135117,17,172.16.133.118,56495,68.64.21.45,1853
135134,6,172.16.133.40,50125,173.194.43.33,80
135141,6,172.16.133.57,59187,216.115.217.198,443
135142,6,172.16.133.57,59182,64.74.80.185,443
135142,6,172.16.133.57,59184,216.115.216.98,443
135142,6,172.16.133.57,59186,216.219.115.160,443
135151,6,172.16.133.40,50164,23.32.180.136,80
135155,6,172.16.133.121,56626,50.18.252.109,443
135162,6,172.16.133.82,61235,64.56.203.22,443
135178,6,172.16.133.26,53083,216.219.115.250,443
135184,6,172.16.133.26,53084,67.217.66.244,443
135193,6,172.16.133.126,59489,96.43.146.22,443
135194,6,172.16.133.40,50166,23.32.180.136,80
135199,6,172.16.133.40,50167,23.32.180.136,80
135200,6,172.16.133.40,50165,23.32.180.136,80
135201,6,172.16.133.40,50206,23.15.129.231,80
135202,6,172.16.133.26,53085,68.64.30.250,443
135207,17,172.16.133.57,62560,67.217.86.242,8200
135212,6,172.16.133.24,56804,107.22.199.132,443
135213,6,172.16.133.26,53086,68.64.13.250,443
135257,6,172.16.133.40,50197,23.67.243.40,443
135258,6,172.16.133.40,50157,23.67.243.40,443
135258,6,172.16.133.40,50199,23.67.243.40,443
135258,6,172.16.133.40,50198,23.67.243.40,443
135259,6,172.16.133.87,60272,173.194.73.104,80
135264,17,172.16.133.47,51444,68.64.21.45,1853
135265,6,172.16.133.56,61403,96.43.146.22,443
135274,6,172.16.133.78,54905,66.31.24.112,32450
135289,6,172.16.133.40,50184,23.67.242.50,80
135294,17,172.16.133.87,61342,239.255.255.250,1900
135317,6,172.16.133.40,50200,23.67.243.40,443
135318,6,172.16.133.40,50156,23.67.243.40,443
135326,6,172.16.133.57,59183,216.219.115.183,443
135332,6,172.16.133.66,53769,173.194.43.47,80
135336,6,172.16.133.114,55269,67.217.64.49,443
135336,6,172.16.133.56,60847,67.217.65.54,443
135336,6,172.16.133.56,60850,67.217.64.54,443
135336,6,172.16.133.56,60851,67.217.66.54,443
135337,6,172.16.133.114,55271,67.217.64.54,443
135341,6,172.16.133.56,61404,96.43.146.22,443
135343,6,172.16.133.57,59181,216.219.115.160,443
135346,6,172.16.133.25,63457,173.194.43.41,80
135364,6,172.16.133.78,58234,165.124.181.58,40169
135364,6,172.16.133.116,53456,96.43.146.22,443
135366,6,172.16.133.118,58124,216.219.115.163,443
135367,6,172.16.133.118,58125,216.115.217.201,443
135367,6,172.16.133.118,58122,64.74.80.188,443
135367,6,172.16.133.118,58123,216.115.216.101,443
135369,6,172.16.133.63,53910,107.22.18.198,443
135380,6,172.16.133.26,53077,107.20.103.220,443
135389,17,172.16.133.36,62603,68.64.21.42,1853
135399,6,172.16.133.42,56856,208.89.13.133,80
135438,6,172.16.133.12,59743,216.52.242.80,80
135461,6,172.16.133.121,54742,69.9.238.98,56159
135478,6,172.16.133.45,61287,96.43.146.176,443
135487,6,172.16.133.28,49284,5.79.25.105,443
135491,6,172.16.133.40,50209,23.21.215.52,80
135522,6,172.16.133.47,56533,67.217.64.65,443
135524,6,172.16.133.49,54981,67.217.64.65,443
135524,6,172.16.133.53,53645,67.217.64.54,443
135525,6,172.16.133.60,62038,67.217.64.49,443
135526,6,172.16.133.60,62040,67.217.64.54,443
135532,6,172.16.133.53,53643,67.217.64.49,443
135540,6,172.16.133.82,61456,72.44.52.222,443
135543,6,172.16.133.36,64517,54.243.254.190,443
135547,17,172.16.133.109,49151,66.59.190.194,62883
135551,6,172.16.133.57,60187,184.73.197.44,443
135553,17,172.16.133.109,49151,66.59.190.133,62884
135563,17,172.16.133.109,49151,173.167.56.110,62886
135565,17,172.16.133.109,49151,68.86.85.22,62887
135569,6,172.16.133.42,56866,96.43.146.22,443
135580,6,172.16.133.26,53037,67.217.64.99,443
135593,6,172.16.133.41,53214,216.115.219.126,443
135630,6,172.16.133.56,56237,208.92.54.5,80
135631,6,172.16.133.53,53992,173.194.43.7,443
135654,6,172.16.133.153,56545,107.20.158.52,8080
135658,6,172.16.133.132,52353,96.43.149.26,443
135658,6,172.16.133.132,52354,96.43.149.26,443
135680,17,172.16.133.109,49151,66.59.190.194,62900
135682,6,172.16.133.75,50939,216.115.216.31,443
135682,6,172.16.133.75,50940,216.219.115.183,443
135682,6,172.16.133.75,50941,216.115.217.225,443
135682,6,172.16.133.75,50937,64.74.80.244,443
135683,6,172.16.133.53,53644,67.217.65.49,443
135683,6,172.16.133.53,53647,67.217.64.49,443
135683,6,172.16.133.53,53648,67.217.66.49,443
135687,17,172.16.133.109,49151,66.59.190.133,62901
135688,6,172.16.133.37,60483,64.74.80.244,443
135688,6,172.16.133.37,60485,216.115.216.31,443
135688,6,172.16.133.37,60487,216.219.115.183,443
135688,6,172.16.133.37,60488,216.115.217.225,443
135700,17,172.16.133.75,58431,68.64.21.35,1853
135701,17,172.16.133.109,49151,173.167.56.110,62903
135703,6,172.16.133.112,51577,174.129.24.14,8080
135729,6,172.16.133.90,51427,157.56.245.198,443
135735,6,172.16.133.67,51811,23.33.47.100,443
135740,17,172.16.133.85,51035,68.64.29.28,1853
135743,6,172.16.133.57,59175,184.73.181.74,8080
135743,6,172.16.133.132,36656,96.43.146.48,443
135752,6,172.16.133.82,61457,204.232.250.57,443
135753,6,172.16.133.82,61438,23.22.135.102,443
135753,6,172.16.133.82,61437,23.22.135.102,443
135753,6,172.16.133.82,61440,23.20.26.196,443
135754,6,172.16.133.45,61092,173.194.68.125,5222
135754,6,172.16.133.82,61441,23.20.26.196,443
135754,6,172.16.133.82,61442,23.20.26.196,443
135754,6,172.16.133.82,61439,23.20.26.196,443
135754,6,172.16.133.82,61412,64.56.203.22,443
135755,6,172.16.133.82,61422,64.56.203.22,443
135755,6,172.16.133.82,61421,64.56.203.22,443
135755,6,172.16.133.82,61423,64.56.203.22,443
135755,6,172.16.133.82,61455,72.21.215.132,443
135755,6,172.16.133.82,61443,204.232.201.76,443
135768,6,172.16.133.114,55336,67.217.64.49,443
135769,6,172.16.133.114,55337,67.217.66.49,443
135769,6,172.16.133.114,55335,67.217.65.49,443
135776,17,172.16.133.57,53807,67.217.78.31,1853
135777,6,172.16.133.114,54053,173.194.76.125,5222
135791,6,172.16.133.82,61448,64.208.138.113,443
135797,17,172.16.133.6,52161,8.8.4.4,53
135797,17,172.16.133.6,65302,8.8.4.4,53
135809,6,172.16.133.26,49322,132.245.1.150,443
135827,17,172.16.133.26,54654,68.64.21.37,1853
135842,6,172.16.133.36,64953,67.217.64.99,443
135857,6,172.16.133.63,64439,74.125.226.195,443
135880,6,172.16.133.24,57542,204.14.235.118,443
135881,6,172.16.133.24,57541,204.14.235.118,443
135889,6,172.16.133.11,49450,157.56.244.214,443
135904,17,172.16.133.49,58246,68.64.21.41,1853
135906,6,172.16.133.82,49257,74.125.133.125,443
135915,6,172.16.133.41,53218,68.64.24.250,443
135919,6,172.16.133.40,50169,23.45.65.10,80
135923,6,172.16.133.87,59833,96.43.146.22,443
135923,17,172.16.133.114,49319,68.64.21.44,1853
135924,6,172.16.133.87,59836,96.43.146.22,443
135924,6,172.16.133.87,59835,96.43.146.22,443
135924,6,172.16.133.87,59834,96.43.146.22,443
135924,6,172.16.133.87,59823,96.43.146.50,443
135924,6,172.16.133.87,59824,96.43.146.50,443
135925,6,172.16.133.87,59822,96.43.146.50,443
135925,6,172.16.133.87,60290,74.125.226.14,443
135925,6,172.16.133.87,60289,74.125.226.14,443
135925,6,172.16.133.87,60297,74.125.226.67,443
135926,6,172.16.133.87,60293,74.125.226.67,443
135926,6,172.16.133.87,60296,74.125.226.67,443
135926,6,172.16.133.87,60286,74.125.226.70,443
135926,6,172.16.133.87,59827,96.43.146.50,443
135926,6,172.16.133.87,59809,96.43.146.22,443
135928,17,172.16.133.37,55363,68.64.21.36,1853
135935,6,172.16.133.207,55649,67.217.66.54,443
135935,6,172.16.133.207,55646,67.217.65.54,443
135935,6,172.16.133.207,55648,67.217.64.54,443
135935,6,172.16.133.84,58865,64.90.204.229,443
135936,6,172.16.133.163,1185,157.56.240.102,443
135938,6,172.16.133.78,59267,71.9.60.231,56453
135938,6,172.16.133.78,54271,50.149.21.29,56409
135940,6,172.16.133.40,50171,23.45.65.10,80
135946,6,172.16.133.26,53038,67.217.65.99,443
135946,6,172.16.133.26,53040,67.217.64.99,443
135946,6,172.16.133.26,53041,67.217.66.99,443
135946,17,172.16.133.60,63861,68.64.21.41,1853
135960,6,172.16.133.40,50119,108.162.199.98,80
135966,6,172.16.133.25,62993,65.31.30.198,23196
135968,6,172.16.133.90,51428,157.56.245.198,443
135970,17,172.16.133.57,53807,68.64.21.62,1853
135985,6,172.16.133.78,49709,68.198.245.116,26725
135988,6,172.16.133.85,51696,64.74.80.244,443
135988,6,172.16.133.85,51699,216.115.216.31,443
135988,6,172.16.133.85,51700,216.219.115.183,443
135988,6,172.16.133.85,51701,216.115.217.225,443
135993,17,172.16.133.53,60838,68.64.21.40,1853
135996,6,172.16.133.21,53015,173.194.43.46,443
136002,17,172.16.133.56,49514,68.64.21.42,1853
136014,6,172.16.133.49,54985,67.217.66.65,443
136014,6,172.16.133.49,54982,67.217.65.65,443
136014,6,172.16.133.49,54984,67.217.64.65,443
136019,6,172.16.133.73,59664,173.194.43.21,443
136021,6,172.16.133.67,51819,23.33.47.100,80
136022,6,172.16.133.67,54403,23.33.47.100,80
136027,6,172.16.133.163,3525,15.193.0.234,80
136040,6,172.16.133.20,62461,173.194.43.36,80
136041,6,172.16.133.20,62460,173.194.43.36,80
136041,6,172.16.133.20,62462,173.194.43.38,80
136041,6,172.16.133.20,62464,173.194.43.55,80
136041,6,172.16.133.20,62466,173.194.43.55,80
136041,6,172.16.133.20,62463,173.194.43.55,80
136041,6,172.16.133.20,62465,173.194.43.55,80
136041,6,172.16.133.20,62473,173.194.43.47,80
136041,6,172.16.133.20,62474,173.194.43.47,80
136041,6,172.16.133.20,62476,173.194.43.47,80
136041,6,172.16.133.20,62475,173.194.43.47,80
136041,6,172.16.133.20,62468,173.194.43.46,80
136041,6,172.16.133.20,62469,173.194.43.46,80
136041,6,172.16.133.20,62467,173.194.43.46,80
136041,6,172.16.133.20,62470,173.194.43.46,80
136041,6,172.16.133.20,62471,173.194.43.39,80
136041,6,172.16.133.68,49735,157.56.242.198,443
136041,6,172.16.133.20,62472,173.194.43.39,80
136041,6,172.16.133.20,62457,119.47.118.78,80
136058,17,172.16.133.207,50477,68.64.21.45,1853
136082,17,172.16.133.40,59681,111.221.74.15,40027
136087,17,172.16.133.57,53807,68.64.21.71,1853
136091,17,172.16.133.92,64264,68.64.29.40,1853
136093,6,172.16.133.84,58864,64.90.204.229,443
136094,6,172.16.133.84,58870,64.90.204.229,443
136095,6,172.16.133.84,58871,64.90.204.229,443
136095,6,172.16.133.25,60577,174.65.136.31,11315
136095,6,172.16.133.132,40029,96.43.146.22,443
136095,6,172.16.133.84,58872,64.90.204.229,443
136096,6,172.16.133.84,58873,64.90.204.229,443
136107,6,172.16.133.84,58874,64.90.204.229,443
136110,6,172.16.133.42,58770,96.43.146.48,443
136118,17,172.16.133.118,56495,68.64.21.45,1853
136129,6,172.16.133.11,49454,157.56.244.214,443
136139,6,172.16.133.25,62933,96.43.146.22,443
136142,6,172.16.133.41,53219,78.108.118.250,443
136143,6,172.16.133.96,53345,173.194.43.53,443
136144,6,172.16.133.41,53220,216.219.118.244,443
136154,6,172.16.133.37,60540,96.43.146.48,443
136161,6,172.16.133.126,57848,67.228.168.221,80
136162,6,172.16.133.45,61062,65.54.49.142,443
136162,6,172.16.133.126,57660,67.228.168.221,80
136191,6,172.16.133.121,56625,50.18.252.109,443
136201,6,172.16.133.92,55692,216.115.217.201,443
136201,6,172.16.133.92,55694,216.115.217.210,443
136213,6,172.16.133.126,57749,67.228.168.221,80
136226,6,172.16.133.12,62872,173.194.76.125,5222
136228,6,172.16.133.78,58862,71.126.171.148,23164
136252,6,172.16.133.132,36654,96.43.146.48,443
136264,17,172.16.133.47,51444,68.64.21.45,1853
136283,6,172.16.133.121,56392,96.43.146.22,443
136287,6,172.16.133.40,50230,216.115.217.254,443
136291,6,172.16.133.121,56624,96.43.146.49,443
136314,6,172.16.133.121,56567,72.21.91.19,80
136325,6,172.16.133.36,64955,67.217.64.100,443
136346,6,172.16.133.121,56483,173.194.75.104,443
136348,6,172.16.133.132,37318,23.33.47.60,443
136348,6,172.16.133.132,37319,23.33.47.60,443
136352,6,172.16.133.114,55076,216.137.33.161,80
136353,6,172.16.133.76,60523,74.125.226.214,443
136354,6,172.16.133.37,60499,23.13.211.100,443
136359,17,172.16.133.25,53908,239.255.255.250,1900
136374,6,172.16.133.41,52362,173.194.75.103,443
136401,6,172.16.133.49,54983,67.217.64.64,443
136408,6,172.16.133.132,42238,66.235.146.171,443
136451,6,172.16.133.78,49613,71.231.31.96,46619
136472,6,172.16.133.47,56537,67.217.66.65,443
136472,6,172.16.133.47,56534,67.217.65.65,443
136472,6,172.16.133.47,56536,67.217.64.65,443
136475,6,172.16.133.40,50231,216.219.120.244,443
136478,6,172.16.133.76,62079,96.43.146.22,443
136481,17,172.16.133.36,62603,68.64.21.42,1853
136494,6,172.16.133.96,52662,184.73.235.12,5222
136494,6,172.16.133.115,53216,173.194.43.54,443
136506,17,172.16.133.109,49151,96.120.66.45,63048
136507,6,172.16.133.60,62041,67.217.64.49,443
136507,6,172.16.133.60,62042,67.217.66.49,443
136507,6,172.16.133.60,62039,67.217.65.49,443
136517,6,172.16.133.26,53039,67.217.64.100,443
136525,6,172.16.133.36,64954,67.217.65.99,443
136525,6,172.16.133.36,64956,67.217.64.99,443
136525,6,172.16.133.36,64958,67.217.66.99,443
136528,17,172.16.133.37,55364,68.64.28.169,8200
136533,6,172.16.133.207,55647,67.217.64.49,443
136533,6,172.16.133.56,60849,67.217.64.49,443
136556,6,172.16.133.37,60490,68.64.28.20,443
136561,6,172.16.133.78,58880,169.233.51.66,46939
136574,6,172.16.133.78,57678,198.82.205.114,23618
136575,6,172.16.133.78,59001,96.242.17.13,60086
136583,6,172.16.133.26,53037,67.217.64.99,443
136586,6,172.16.133.25,59900,129.64.197.158,57824
136591,6,172.16.133.78,55437,173.61.73.122,11648
136602,6,172.16.133.67,53011,96.43.146.48,443
136610,6,172.16.133.67,55437,96.43.146.48,443
136613,6,172.16.133.67,55436,96.43.146.48,443
136616,6,172.16.133.132,40031,96.43.146.22,443
136618,6,172.16.133.67,56072,96.43.146.48,443
136618,6,172.16.133.118,57961,68.64.28.20,443
136643,6,172.16.133.37,56098,184.51.251.100,80
136653,6,172.16.133.92,55696,216.219.115.163,443
136653,6,172.16.133.92,55697,216.115.217.201,443
136653,6,172.16.133.92,55693,64.74.80.188,443
136653,6,172.16.133.92,55695,216.115.216.101,443
136665,6,172.16.133.83,51135,216.115.208.199,443
136684,6,172.16.133.78,49259,76.29.54.243,10009
136684,17,172.16.133.109,49151,66.59.190.194,63107
136689,6,172.16.133.76,62352,74.125.226.201,443
136692,17,172.16.133.109,49151,66.59.190.133,63108
136698,17,172.16.133.109,49151,173.167.56.110,63110
136700,17,172.16.133.75,58431,68.64.21.35,1853
136711,6,172.16.133.78,58865,24.44.106.119,18131
136715,6,172.16.133.56,56237,208.92.54.5,80
136732,6,172.16.133.121,56626,50.18.252.109,443
136740,17,172.16.133.85,51035,68.64.29.28,1853
136745,6,172.16.133.71,57510,132.245.2.22,443
136755,6,172.16.133.121,56627,72.233.61.125,443
136761,17,172.16.133.37,56957,239.255.255.250,1900
136766,6,172.16.133.207,55639,216.115.208.199,443
136776,6,172.16.133.153,56545,107.20.158.52,8080
136776,6,172.16.133.121,56628,75.126.58.194,443
136781,6,172.16.133.42,54610,216.115.208.199,443
136793,6,172.16.133.116,52436,216.52.242.80,80
136796,6,172.16.133.116,53193,208.47.254.83,80
136808,6,172.16.133.20,60177,173.194.43.38,443
136813,17,172.16.133.6,55999,8.8.8.8,53
136822,6,172.16.133.121,56629,50.18.252.109,443
136827,17,172.16.133.26,54654,68.64.21.37,1853
136833,6,172.16.133.41,52378,23.60.230.152,80
136841,17,172.16.133.109,49151,66.59.190.194,63116
136848,17,172.16.133.109,49151,66.59.190.133,63117
136848,6,172.16.133.41,53222,216.115.219.126,443
136848,6,172.16.133.30,62702,23.21.214.217,80
136850,6,172.16.133.45,61344,78.108.119.250,443
136851,6,172.16.133.45,61345,216.115.209.254,443
136852,6,172.16.133.45,61346,68.64.5.249,443
136852,6,172.16.133.45,61347,68.64.25.250,443
136853,6,172.16.133.41,52377,23.60.230.152,80
136859,17,172.16.133.109,49151,173.167.56.110,63119
136861,6,172.16.133.116,52415,173.194.43.60,80
136869,6,172.16.133.63,53910,107.22.18.198,443
136881,6,172.16.133.26,53077,107.20.103.220,443
136897,6,172.16.133.75,50935,216.219.115.183,443
136897,6,172.16.133.75,50938,216.219.115.160,443
136901,6,172.16.133.41,52423,74.125.226.77,80
136904,6,172.16.133.121,56512,209.167.231.15,80
136904,17,172.16.133.49,58246,68.64.21.41,1853
136917,6,172.16.133.163,1184,157.56.240.102,443
136925,17,172.16.133.114,49319,68.64.21.44,1853
136928,17,172.16.133.37,55363,68.64.21.36,1853
136946,17,172.16.133.60,63861,68.64.21.41,1853
136951,6,172.16.133.68,59408,96.43.146.176,443
136963,6,172.16.133.47,56533,67.217.64.65,443
136963,6,172.16.133.47,56535,67.217.64.64,443
136968,6,172.16.133.78,58842,97.104.102.121,38017
136975,6,172.16.133.40,50119,108.162.199.98,80
136977,6,172.16.133.40,50232,216.115.220.254,443
136977,6,172.16.133.121,56630,174.129.10.56,443
136977,6,172.16.133.121,56631,74.125.226.30,443
136978,6,172.16.133.121,56632,74.125.226.30,443
136978,6,172.16.133.121,56633,204.246.169.222,443
136978,6,172.16.133.121,56634,204.246.169.222,443
136978,6,172.16.133.121,56635,204.246.169.222,443
136979,6,172.16.133.68,60558,96.43.146.48,443
136981,6,172.16.133.121,56636,50.18.252.109,443
136981,6,172.16.133.121,56637,50.18.252.109,443
136983,6,172.16.133.25,61585,173.194.74.189,443
136983,6,172.16.133.121,56638,204.246.169.222,443
136983,6,172.16.133.121,56639,72.233.61.125,443
136987,6,172.16.133.67,62087,157.56.242.198,443
136989,17,172.16.133.57,53807,68.64.21.62,1853
136992,17,172.16.133.6,63145,8.8.8.8,53
136992,6,172.16.133.116,52521,216.52.242.80,80
136993,17,172.16.133.53,60838,68.64.21.40,1853
137002,17,172.16.133.56,49514,68.64.21.42,1853
137006,6,172.16.133.78,58444,63.116.244.160,80
137007,6,172.16.133.49,54972,216.115.208.199,443
137009,6,172.16.133.82,61247,96.43.146.50,443
137027,6,172.16.133.121,56640,174.129.10.56,443
137045,6,172.16.133.121,56641,204.246.169.222,443
137046,6,172.16.133.78,58886,38.124.22.82,36043
137058,17,172.16.133.207,50477,68.64.21.45,1853
137058,6,172.16.133.36,64953,67.217.64.99,443
137075,6,172.16.133.56,61345,173.194.43.32,443
137080,6,172.16.133.30,62703,23.21.214.217,80
137091,17,172.16.133.92,64264,68.64.29.40,1853
137106,6,172.16.133.116,53601,23.0.49.244,80
137113,6,172.16.133.116,53432,208.111.161.254,80
137121,17,172.16.133.118,56495,68.64.21.45,1853
137131,6,172.16.133.132,40029,96.43.146.22,443
137140,6,172.16.133.57,59182,64.74.80.185,443
137141,6,172.16.133.57,59184,216.115.216.98,443
137141,6,172.16.133.57,59186,216.219.115.160,443
137141,6,172.16.133.57,59187,216.115.217.198,443
137145,6,172.16.133.50,50690,96.43.146.22,443
137165,6,172.16.133.50,50687,96.43.146.48,443
137168,6,172.16.133.84,58873,64.90.204.229,443
137204,6,172.16.133.26,53087,216.219.115.250,443
137233,6,172.16.133.26,53088,67.217.66.244,443
137246,6,172.16.133.60,62043,67.217.94.254,443
137249,17,172.16.133.60,63862,67.217.94.135,8200
137257,6,172.16.133.30,62704,23.21.214.217,80
137262,6,172.16.133.41,52424,74.125.226.26,80
137265,6,172.16.133.26,53089,68.64.13.250,443
137266,6,172.16.133.57,59178,216.115.208.199,443
137267,6,172.16.133.26,53090,68.64.30.250,443
137272,6,172.16.133.25,62993,65.31.30.198,23196
137276,6,172.16.133.76,57695,204.236.224.158,5222
137280,6,172.16.133.116,53435,208.111.161.254,80
137285,6,172.16.133.49,54981,67.217.64.65,443
137292,17,172.16.133.109,49151,68.86.93.185,63138
137294,6,172.16.133.16,59339,173.194.75.147,443
137299,6,172.16.133.116,53433,208.111.161.254,80
137300,6,172.16.133.116,53439,208.111.161.254,80
137300,6,172.16.133.116,53434,208.111.161.254,80
137300,6,172.16.133.116,53431,208.111.161.254,80
137301,17,172.16.133.128,58987,239.255.255.250,1900
137313,6,172.16.133.41,52668,23.15.129.86,80
137319,6,172.16.133.57,59181,216.219.115.160,443
137320,6,172.16.133.73,60764,96.43.146.22,443
137328,6,172.16.133.56,60850,67.217.64.54,443
137328,6,172.16.133.56,60851,67.217.66.54,443
137328,6,172.16.133.56,60847,67.217.65.54,443
137334,6,172.16.133.121,56578,72.21.91.19,80
137348,6,172.16.133.121,56624,96.43.146.49,443
137359,6,172.16.133.118,58125,216.115.217.201,443
137359,6,172.16.133.118,58122,64.74.80.188,443
137359,6,172.16.133.118,58123,216.115.216.101,443
137359,6,172.16.133.118,58124,216.219.115.163,443
137362,6,172.16.133.25,60121,173.49.112.206,61315
137363,17,172.16.133.47,51444,68.64.21.45,1853
137387,6,172.16.133.25,59803,173.2.154.228,38024
137417,6,172.16.133.26,49397,74.125.226.85,443
137425,6,172.16.133.39,64173,74.122.143.12,80
137427,6,172.16.133.87,60298,74.125.226.14,443
137462,6,172.16.133.114,55276,67.217.94.254,443
137465,17,172.16.133.114,49321,67.217.94.204,8200
137470,6,172.16.133.46,64584,192.147.107.14,8883
137478,6,172.16.133.24,55821,157.56.242.198,443
137479,17,172.16.133.37,64469,224.0.0.252,5355
137485,17,172.16.133.36,62603,68.64.21.42,1853
137505,6,172.16.133.20,61079,157.56.238.6,443
137516,17,172.16.133.109,49151,68.86.93.185,63194
137522,6,172.16.133.92,55692,216.115.217.201,443
137524,6,172.16.133.118,57944,216.115.217.201,443
137529,6,172.16.133.92,55694,216.115.217.210,443
137531,6,172.16.133.118,57946,216.115.217.210,443
137539,6,172.16.133.56,60854,67.217.64.97,443
137562,6,172.16.133.25,59901,173.62.112.151,19429
137587,6,172.16.133.39,64202,23.46.17.231,80
137587,6,172.16.133.39,64201,23.46.17.231,80
137589,6,172.16.133.87,60299,74.125.226.70,443
137593,6,172.16.133.85,60791,96.43.146.176,443
137598,6,172.16.133.54,64642,12.130.48.51,80
137617,6,172.16.133.26,53037,67.217.64.99,443
137621,6,172.16.133.37,60482,216.219.115.183,443
137621,6,172.16.133.37,60484,216.219.115.160,443
137624,17,172.16.133.16,61697,239.255.255.250,1900
137625,17,172.16.133.17,61696,239.255.255.250,1900
137639,6,172.16.133.184,46338,173.194.43.60,443
137642,6,172.16.133.25,60425,71.252.224.198,44248
137673,6,172.16.133.121,56625,50.18.252.109,443
137675,6,172.16.133.75,50940,216.219.115.183,443
137675,6,172.16.133.75,50941,216.115.217.225,443
